rel_off_hex,stride,hit_flips,nonhit_flips,lift
0x503,1,0,4,0.0000
0x502,2,0,4,0.0000
0x500,4,0,5,0.0000
0x43F,1,0,4,0.0000
0x43E,2,0,4,0.0000
0x43E,1,0,4,0.0000
0x43D,1,0,15,0.0000
0x43C,4,0,17,0.0000
0x43C,2,0,17,0.0000
0x43C,1,0,6,0.0000
0x3BF,1,0,3,0.0000
0x3BE,2,0,3,0.0000
0x3BC,4,0,3,0.0000
0x33F,1,0,3,0.0000
0x33E,2,0,3,0.0000
0x33E,1,0,3,0.0000
0x33D,1,0,3,0.0000
0x33C,4,0,3,0.0000
0x33C,2,0,3,0.0000
0x33C,1,0,3,0.0000
0x2BF,1,0,3,0.0000
0x2BE,2,0,3,0.0000
0x2BE,1,0,3,0.0000
0x2BD,1,0,3,0.0000
0x2BC,4,0,3,0.0000
0x2BC,2,0,3,0.0000
0x2BC,1,0,3,0.0000
0x2B3,1,0,5,0.0000
0x2B2,2,0,5,0.0000
0x2B2,1,0,5,0.0000
0x2B1,1,0,17,0.0000
0x2B0,4,0,18,0.0000
0x2B0,2,0,18,0.0000
0x2B0,1,0,6,0.0000
0x2AB,1,0,2,0.0000
0x2AA,2,0,2,0.0000
0x2AA,1,0,2,0.0000
0x2A9,1,0,13,0.0000
0x2A8,4,0,13,0.0000
0x2A8,2,0,13,0.0000
0x2A8,1,0,4,0.0000
0x2A7,1,0,5,0.0000
0x2A6,2,0,5,0.0000
0x2A6,1,0,5,0.0000
0x2A5,1,0,19,0.0000
0x2A4,4,0,19,0.0000
0x2A4,2,0,19,0.0000
0x2A4,1,0,5,0.0000
0x2A3,1,0,3,0.0000
0x2A2,2,0,3,0.0000
0x2A0,4,0,3,0.0000
0x267,1,0,1,0.0000
0x266,2,0,1,0.0000
0x266,1,0,1,0.0000
0x265,1,0,1,0.0000
0x264,4,0,1,0.0000
0x264,2,0,1,0.0000
0x264,1,0,1,0.0000
0x257,1,0,1,0.0000
0x256,2,0,1,0.0000
0x256,1,0,1,0.0000
0x255,1,0,1,0.0000
0x254,4,0,1,0.0000
0x254,2,0,1,0.0000
0x254,1,0,1,0.0000
0x24F,1,0,1,0.0000
0x24E,2,0,1,0.0000
0x24E,1,0,1,0.0000
0x24C,4,0,1,0.0000
0x240,4,0,1,0.0000
0x240,2,0,1,0.0000
0x240,1,0,1,0.0000
0x22F,1,0,5,0.0000
0x22E,2,0,5,0.0000
0x22E,1,0,4,0.0000
0x22D,1,0,8,0.0000
0x22C,4,0,9,0.0000
0x22C,2,0,9,0.0000
0x22C,1,0,8,0.0000
0x22B,1,0,1,0.0000
0x22A,2,0,1,0.0000
0x22A,1,0,1,0.0000
0x229,1,0,7,0.0000
0x228,4,0,8,0.0000
0x228,2,0,8,0.0000
0x228,1,0,3,0.0000
0x227,1,0,5,0.0000
0x226,2,0,5,0.0000
0x224,4,0,5,0.0000
0x21A,1,0,3,0.0000
0x219,1,0,1,0.0000
0x218,2,0,1,0.0000
0x218,1,0,1,0.0000
0x215,1,0,3,0.0000
0x214,2,0,3,0.0000
0x214,1,0,3,0.0000
0x1F7,1,0,1,0.0000
0x1F6,2,0,1,0.0000
0x1F4,4,0,1,0.0000
0x1EE,1,0,1,0.0000
0x1ED,1,0,1,0.0000
0x1EC,2,0,1,0.0000
0x1EC,1,0,1,0.0000
0x1EA,1,0,1,0.0000
0x1E9,1,0,1,0.0000
0x1E8,2,0,1,0.0000
0x1E8,1,0,1,0.0000
0x1DE,2,0,2,0.0000
0x1DE,1,0,2,0.0000
0x1DC,4,0,2,0.0000
0x1C9,1,0,1,0.0000
0x1C8,4,0,1,0.0000
0x1C8,2,0,1,0.0000
0x18D,1,0,1,0.0000
0x18C,4,0,1,0.0000
0x18C,2,0,1,0.0000
0x18C,1,0,1,0.0000
0x183,1,0,1,0.0000
0x182,2,0,1,0.0000
0x182,1,0,1,0.0000
0x180,4,0,1,0.0000
0x17B,1,0,1,0.0000
0x17A,2,0,1,0.0000
0x17A,1,0,1,0.0000
0x179,1,0,1,0.0000
0x178,4,0,1,0.0000
0x178,2,0,1,0.0000
0x178,1,0,1,0.0000
0x177,1,0,1,0.0000
0x176,2,0,1,0.0000
0x176,1,0,1,0.0000
0x175,1,0,1,0.0000
0x174,4,0,1,0.0000
0x174,2,0,1,0.0000
0x174,1,0,1,0.0000
0x16F,1,0,1,0.0000
0x16E,2,0,1,0.0000
0x16E,1,0,1,0.0000
0x16D,1,0,1,0.0000
0x16C,4,0,1,0.0000
0x16C,2,0,1,0.0000
0x16C,1,0,1,0.0000
0x16B,1,0,2,0.0000
0x16A,2,0,2,0.0000
0x16A,1,0,2,0.0000
0x169,1,0,2,0.0000
0x168,4,0,2,0.0000
0x168,2,0,2,0.0000
0x13B,1,0,1,0.0000
0x13A,2,0,1,0.0000
0x13A,1,0,1,0.0000
0x139,1,0,1,0.0000
0x138,4,0,1,0.0000
0x138,2,0,1,0.0000
0x138,1,0,1,0.0000
0x137,1,0,4,0.0000
0x136,2,0,4,0.0000
0x136,1,0,4,0.0000
0x135,1,0,4,0.0000
0x134,4,0,4,0.0000
0x134,2,0,4,0.0000
0x134,1,0,2,0.0000
0x12F,1,0,3,0.0000
0x12E,2,0,3,0.0000
0x12E,1,0,3,0.0000
0x12D,1,0,2,0.0000
0x12C,4,0,3,0.0000
0x12C,2,0,2,0.0000
0x12C,1,0,1,0.0000
0x127,1,0,4,0.0000
0x126,2,0,4,0.0000
0x126,1,0,4,0.0000
0x125,1,0,4,0.0000
0x124,4,0,4,0.0000
0x124,2,0,4,0.0000
0x124,1,0,4,0.0000
0x0F9,1,0,1,0.0000
0x0F8,4,0,1,0.0000
0x0F8,2,0,1,0.0000
0x0F8,1,0,1,0.0000
0x0F0,1,0,2,0.0000
0x0EB,1,0,46,0.0000
0x0EA,2,0,58,0.0000
0x0EA,1,0,56,0.0000
0x0E9,1,0,27,0.0000
0x0E8,4,0,58,0.0000
0x0E8,2,0,27,0.0000
0x0E8,1,0,2,0.0000
0x0DF,1,0,8,0.0000
0x0DE,2,0,9,0.0000
0x0DE,1,0,8,0.0000
0x0DD,1,0,6,0.0000
0x0DC,4,0,9,0.0000
0x0DC,2,0,6,0.0000
0x0DC,1,0,1,0.0000
0x0CB,1,0,4,0.0000
0x0C5,1,0,2,0.0000
0x0C4,4,0,2,0.0000
0x0C4,2,0,2,0.0000
0x0BC,1,0,1,0.0000
0x0B9,1,0,2,0.0000
0x0B8,4,0,2,0.0000
0x0B8,2,0,2,0.0000
0x0B0,1,0,1,0.0000
0x0AF,1,0,1,0.0000
0x0AE,2,0,1,0.0000
0x0AD,1,0,1,0.0000
0x0AC,4,0,2,0.0000
0x0AC,2,0,1,0.0000
0x0AC,1,0,1,0.0000
0x0A4,1,0,3,0.0000
0x0A1,1,0,2,0.0000
0x0A0,4,0,2,0.0000
0x0A0,2,0,2,0.0000
0x098,1,0,3,0.0000
0x08C,1,0,1,0.0000
0x087,1,0,30,0.0000
0x086,2,0,31,0.0000
0x084,4,0,35,0.0000
0x075,1,0,2,0.0000
0x074,4,0,2,0.0000
0x074,2,0,2,0.0000
0x072,2,0,3,0.0000
0x072,1,0,3,0.0000
0x071,1,0,1,0.0000
0x070,4,0,4,0.0000
0x070,2,0,1,0.0000
0x067,1,0,4,0.0000
0x066,2,0,4,0.0000
0x066,1,0,3,0.0000
0x059,1,0,1,0.0000
0x058,2,0,3,0.0000
0x058,1,0,2,0.0000
0x002,2,0,49,0.0000
0x002,1,0,49,0.0000
0x000,4,0,40,0.0000
0x046,2,23,2,7.6667
0x046,1,23,2,7.6667
0x044,4,23,2,7.6667
0x047,1,22,2,7.3333
0x043,1,22,2,7.3333
0x042,2,22,2,7.3333
0x040,4,22,2,7.3333
0x15B,1,7,0,7.0000
0x15A,2,7,0,7.0000
0x15A,1,7,0,7.0000
0x158,4,7,0,7.0000
0x14B,1,5,0,5.0000
0x14A,2,5,0,5.0000
0x14A,1,5,0,5.0000
0x149,1,5,0,5.0000
0x148,4,5,0,5.0000
0x148,2,5,0,5.0000
0x148,1,5,0,5.0000
0x033,1,15,2,5.0000
0x032,2,15,2,5.0000
0x032,1,15,2,5.0000
0x037,1,14,2,4.6667
0x036,2,14,2,4.6667
0x036,1,14,2,4.6667
0x035,1,14,2,4.6667
0x034,4,14,2,4.6667
0x034,2,14,2,4.6667
0x034,1,14,2,4.6667
0x031,1,14,2,4.6667
0x030,2,14,2,4.6667
0x030,1,14,2,4.6667
0x042,1,13,2,4.3333
0x1C3,1,8,1,4.0000
0x1C2,2,8,1,4.0000
0x1C2,1,8,1,4.0000
0x1BF,1,8,1,4.0000
0x1BE,2,8,1,4.0000
0x1BE,1,8,1,4.0000
0x02F,1,23,5,3.8333
0x02E,2,23,5,3.8333
0x02E,1,23,5,3.8333
0x02C,4,23,5,3.8333
0x030,4,15,3,3.7500
0x02A,2,23,6,3.2857
0x02A,1,23,6,3.2857
0x028,4,23,6,3.2857
0x02B,1,22,6,3.1429
0x1C1,1,12,3,3.0000
0x1C0,4,12,3,3.0000
0x1C0,2,12,3,3.0000
0x1BD,1,12,3,3.0000
0x1BC,4,12,3,3.0000
0x1BC,2,12,3,3.0000
0x06D,1,3,0,3.0000
0x06C,4,6,1,3.0000
0x06C,2,6,1,3.0000
0x1BC,1,11,3,2.7500
0x163,1,5,1,2.5000
0x162,2,5,1,2.5000
0x162,1,5,1,2.5000
0x161,1,5,1,2.5000
0x160,4,5,1,2.5000
0x160,2,5,1,2.5000
0x1C0,1,9,3,2.2500
0x060,1,18,10,1.6364
0x15C,1,13,7,1.6250
0x06F,1,3,1,1.5000
0x06E,2,3,1,1.5000
0x06C,1,3,1,1.5000
0x04F,1,9,5,1.5000
0x04E,2,9,5,1.5000
0x04E,1,9,5,1.5000
0x04C,4,9,5,1.5000
0x05A,1,10,6,1.4286
0x065,1,7,4,1.4000
0x1B7,1,4,2,1.3333
0x1B6,2,4,2,1.3333
0x1B4,4,4,2,1.3333
0x10C,1,8,5,1.3333
0x062,1,18,14,1.2000
0x064,1,9,7,1.1250
0x1EF,1,11,9,1.1000
0x1EE,2,11,9,1.1000
0x1EC,4,11,9,1.1000
0x1EB,1,11,9,1.1000
0x1EA,2,11,9,1.1000
0x1E8,4,11,9,1.1000
0x21B,1,11,10,1.0000
0x1FB,1,3,2,1.0000
0x1FA,2,3,2,1.0000
0x1F8,4,3,2,1.0000
0x160,1,2,1,1.0000
0x144,1,8,7,1.0000
0x141,1,2,1,1.0000
0x140,4,2,1,1.0000
0x140,2,2,1,1.0000
0x140,1,2,1,1.0000
0x13F,1,2,1,1.0000
0x13E,2,2,1,1.0000
0x13E,1,2,1,1.0000
0x13D,1,2,1,1.0000
0x13C,4,2,1,1.0000
0x13C,2,2,1,1.0000
0x13C,1,2,1,1.0000
0x06E,1,1,0,1.0000
0x062,2,21,20,1.0000
0x03B,1,1,0,1.0000
0x03A,2,1,0,1.0000
0x038,4,1,0,1.0000
0x21A,2,11,11,0.9167
0x218,4,11,11,0.9167
0x217,1,11,11,0.9167
0x216,2,11,11,0.9167
0x214,4,11,11,0.9167
0x064,2,9,9,0.9000
0x15F,1,13,14,0.8667
0x15E,2,13,14,0.8667
0x15E,1,13,14,0.8667
0x15D,1,13,14,0.8667
0x15C,4,13,14,0.8667
0x15C,2,13,14,0.8667
0x1D3,1,6,6,0.8571
0x1D2,2,6,6,0.8571
0x1D2,1,6,6,0.8571
0x1D1,1,6,6,0.8571
0x1D0,4,6,6,0.8571
0x1D0,2,6,6,0.8571
0x05A,2,10,11,0.8333
0x058,4,10,12,0.7692
0x0C0,1,3,3,0.7500
0x0B4,1,3,3,0.7500
0x09C,1,3,3,0.7500
0x090,1,3,3,0.7500
0x064,4,9,11,0.7500
0x060,2,23,32,0.6970
0x1FA,1,2,2,0.6667
0x1F9,1,2,2,0.6667
0x1F8,2,2,2,0.6667
0x1F8,1,2,2,0.6667
0x0C8,1,4,5,0.6667
0x061,1,18,27,0.6429
0x060,4,23,36,0.6216
0x1D8,1,23,39,0.5750
0x147,1,8,14,0.5333
0x146,2,8,14,0.5333
0x146,1,8,14,0.5333
0x1A7,1,1,1,0.5000
0x1A6,2,1,1,0.5000
0x1A6,1,1,1,0.5000
0x1A5,1,1,1,0.5000
0x1A4,4,1,1,0.5000
0x1A4,2,1,1,0.5000
0x1A4,1,1,1,0.5000
0x1A3,1,1,1,0.5000
0x1A2,2,1,1,0.5000
0x1A2,1,1,1,0.5000
0x1A1,1,1,1,0.5000
0x1A0,4,1,1,0.5000
0x1A0,2,1,1,0.5000
0x1A0,1,1,1,0.5000
0x19B,1,1,1,0.5000
0x19A,2,1,1,0.5000
0x19A,1,1,1,0.5000
0x199,1,1,1,0.5000
0x198,4,1,1,0.5000
0x198,2,1,1,0.5000
0x198,1,1,1,0.5000
0x145,1,8,15,0.5000
0x144,4,8,15,0.5000
0x144,2,8,15,0.5000
0x10E,1,8,15,0.5000
0x0C1,1,9,17,0.5000
0x0C0,4,9,17,0.5000
0x0C0,2,9,17,0.5000
0x0B5,1,9,17,0.5000
0x0B4,4,9,17,0.5000
0x0B4,2,9,17,0.5000
0x0A8,1,1,1,0.5000
0x09D,1,9,17,0.5000
0x09C,4,9,17,0.5000
0x09C,2,9,17,0.5000
0x091,1,9,17,0.5000
0x090,4,9,17,0.5000
0x090,2,9,17,0.5000
0x10F,1,8,16,0.4706
0x10E,2,8,16,0.4706
0x10D,1,8,16,0.4706
0x10C,2,8,16,0.4706
0x0C3,1,8,16,0.4706
0x0C2,2,8,16,0.4706
0x0C2,1,8,16,0.4706
0x0B7,1,8,16,0.4706
0x0B6,2,8,16,0.4706
0x0B6,1,8,16,0.4706
0x093,1,8,16,0.4706
0x092,2,8,16,0.4706
0x092,1,8,16,0.4706
0x10C,4,8,17,0.4444
0x10B,1,10,23,0.4167
0x10A,2,10,23,0.4167
0x10A,1,10,23,0.4167
0x109,1,10,23,0.4167
0x108,1,16,38,0.4103
0x222,1,2,4,0.4000
0x21E,1,2,4,0.4000
0x0C9,1,4,9,0.4000
0x0C8,4,4,9,0.4000
0x0C8,2,4,9,0.4000
0x09F,1,6,15,0.3750
0x09E,2,6,15,0.3750
0x09E,1,6,15,0.3750
0x09B,1,20,54,0.3636
0x108,4,16,44,0.3556
0x108,2,16,47,0.3333
0x09A,2,20,61,0.3226
0x098,4,20,63,0.3125
0x05B,1,3,9,0.3000
0x1DB,1,7,24,0.2800
0x0E1,1,15,54,0.2727
0x0E0,4,21,76,0.2727
0x0E0,2,15,54,0.2727
0x0E3,1,20,75,0.2632
0x0E2,2,20,76,0.2597
0x0BD,1,13,50,0.2549
0x0BC,2,13,50,0.2549
0x0B1,1,13,50,0.2549
0x0B0,2,13,50,0.2549
0x08D,1,13,51,0.2500
0x08C,2,13,51,0.2500
0x063,1,5,19,0.2500
0x0A7,1,14,56,0.2456
0x09A,1,15,61,0.2419
0x0E2,1,17,75,0.2237
0x0A6,2,14,63,0.2188
0x0A4,4,14,64,0.2154
0x0A6,1,13,60,0.2131
0x0EC,1,1,4,0.2000
0x0CA,2,2,9,0.2000
0x0CA,1,2,9,0.2000
0x0A5,1,9,46,0.1915
0x0A4,2,9,46,0.1915
0x099,1,10,52,0.1887
0x098,2,10,52,0.1887
0x0BC,4,13,68,0.1884
0x0B0,4,13,68,0.1884
0x08C,4,13,68,0.1884
0x216,1,1,5,0.1667
0x0A9,1,3,17,0.1667
0x0A8,4,3,17,0.1667
0x0A8,2,3,17,0.1667
0x0BF,1,8,59,0.1333
0x0B3,1,8,59,0.1333
0x08F,1,8,59,0.1333
0x0BE,2,8,67,0.1176
0x0BE,1,8,67,0.1176
0x0B2,2,8,67,0.1176
0x0B2,1,8,67,0.1176
0x0AB,1,2,16,0.1176
0x0AA,2,2,16,0.1176
0x0AA,1,2,16,0.1176
0x08E,2,8,67,0.1176
0x08E,1,8,67,0.1176
0x0F4,1,9,80,0.1111
0x0ED,1,7,63,0.1094
0x0EC,2,7,63,0.1094
0x0F1,1,23,219,0.1045
0x0F0,2,23,219,0.1045
0x0EF,1,7,83,0.0833
0x0EE,1,7,83,0.0833
0x0EE,2,7,84,0.0824
0x0EC,4,7,84,0.0824
0x0F5,1,23,497,0.0462
0x0F4,2,23,497,0.0462
0x1D9,1,23,557,0.0412
0x1D8,2,23,557,0.0412
0x0F6,1,23,885,0.0260
0x0F6,2,23,886,0.0259
0x0F4,4,23,887,0.0259
0x0F7,1,18,733,0.0245
0x0F2,1,23,995,0.0231
0x0F3,1,23,1123,0.0205
0x0F2,2,23,1126,0.0204
0x0F0,4,23,1126,0.0204
0x21F,1,23,1138,0.0202
0x21E,2,23,1138,0.0202
0x21C,4,23,1139,0.0202
0x1D8,4,23,1141,0.0201
0x223,1,23,1161,0.0198
0x222,2,23,1161,0.0198
0x220,4,23,1162,0.0198
0x1DA,2,9,755,0.0119
0x1DA,1,9,755,0.0119
0x57B,1,0,132,0.0000
0x57A,2,0,132,0.0000
0x57A,1,0,131,0.0000
0x579,1,0,125,0.0000
0x578,4,0,132,0.0000
0x578,2,0,125,0.0000
0x578,1,0,17,0.0000
0x577,1,0,132,0.0000
0x576,2,0,132,0.0000
0x576,1,0,132,0.0000
0x575,1,0,90,0.0000
0x574,4,0,132,0.0000
0x574,2,0,90,0.0000
0x574,1,0,5,0.0000
0x573,1,0,132,0.0000
0x572,2,0,132,0.0000
0x572,1,0,128,0.0000
0x571,1,0,55,0.0000
0x570,4,0,132,0.0000
0x570,2,0,55,0.0000
0x570,1,0,1,0.0000
0x56F,1,0,132,0.0000
0x56E,2,0,132,0.0000
0x56E,1,0,131,0.0000
0x56D,1,0,127,0.0000
0x56C,4,0,132,0.0000
0x56C,2,0,127,0.0000
0x56C,1,0,12,0.0000
0x56B,1,0,131,0.0000
0x56A,2,0,132,0.0000
0x56A,1,0,132,0.0000
0x569,1,0,89,0.0000
0x568,4,0,132,0.0000
0x568,2,0,89,0.0000
0x568,1,0,8,0.0000
0x567,1,0,132,0.0000
0x566,2,0,132,0.0000
0x566,1,0,131,0.0000
0x565,1,0,59,0.0000
0x564,4,0,132,0.0000
0x564,2,0,59,0.0000
0x564,1,0,6,0.0000
0x543,1,0,4,0.0000
0x542,2,0,4,0.0000
0x540,4,0,5,0.0000
0x53B,1,0,132,0.0000
0x53A,2,0,132,0.0000
0x53A,1,0,132,0.0000
0x539,1,0,98,0.0000
0x538,4,0,132,0.0000
0x538,2,0,98,0.0000
0x538,1,0,10,0.0000
0x537,1,0,131,0.0000
0x536,2,0,132,0.0000
0x536,1,0,131,0.0000
0x535,1,0,92,0.0000
0x534,4,0,132,0.0000
0x534,2,0,92,0.0000
0x534,1,0,4,0.0000
0x533,1,0,132,0.0000
0x532,2,0,132,0.0000
0x532,1,0,132,0.0000
0x531,1,0,44,0.0000
0x530,4,0,132,0.0000
0x530,2,0,44,0.0000
0x530,1,0,2,0.0000
0x52F,1,0,132,0.0000
0x52E,2,0,132,0.0000
0x52E,1,0,132,0.0000
0x52D,1,0,102,0.0000
0x52C,4,0,132,0.0000
0x52C,2,0,102,0.0000
0x52C,1,0,13,0.0000
0x52B,1,0,132,0.0000
0x52A,2,0,132,0.0000
0x52A,1,0,132,0.0000
0x529,1,0,86,0.0000
0x528,4,0,132,0.0000
0x528,2,0,86,0.0000
0x528,1,0,2,0.0000
0x527,1,0,129,0.0000
0x526,2,0,132,0.0000
0x526,1,0,132,0.0000
0x525,1,0,45,0.0000
0x524,4,0,132,0.0000
0x524,2,0,45,0.0000
0x524,1,0,4,0.0000
0x503,1,0,4,0.0000
0x502,2,0,4,0.0000
0x500,4,0,5,0.0000
0x43F,1,0,4,0.0000
0x43E,2,0,4,0.0000
0x43E,1,0,4,0.0000
0x43D,1,0,15,0.0000
0x43C,4,0,17,0.0000
0x43C,2,0,17,0.0000
0x43C,1,0,6,0.0000
0x3BF,1,0,3,0.0000
0x3BE,2,0,3,0.0000
0x3BC,4,0,3,0.0000
0x33F,1,0,3,0.0000
0x33E,2,0,3,0.0000
0x33E,1,0,3,0.0000
0x33D,1,0,3,0.0000
0x33C,4,0,3,0.0000
0x33C,2,0,3,0.0000
0x33C,1,0,3,0.0000
0x2BF,1,0,3,0.0000
0x2BE,2,0,3,0.0000
0x2BE,1,0,3,0.0000
0x2BD,1,0,3,0.0000
0x2BC,4,0,3,0.0000
0x2BC,2,0,3,0.0000
0x2BC,1,0,3,0.0000
0x2B3,1,0,5,0.0000
0x2B2,2,0,5,0.0000
0x2B2,1,0,5,0.0000
0x2B1,1,0,17,0.0000
0x2B0,4,0,18,0.0000
0x2B0,2,0,18,0.0000
0x2B0,1,0,6,0.0000
0x2AB,1,0,2,0.0000
0x2AA,2,0,2,0.0000
0x2AA,1,0,2,0.0000
0x2A9,1,0,13,0.0000
0x2A8,4,0,13,0.0000
0x2A8,2,0,13,0.0000
0x2A8,1,0,4,0.0000
0x2A7,1,0,5,0.0000
0x2A6,2,0,5,0.0000
0x2A6,1,0,5,0.0000
0x2A5,1,0,19,0.0000
0x2A4,4,0,19,0.0000
0x2A4,2,0,19,0.0000
0x2A4,1,0,5,0.0000
0x2A3,1,0,3,0.0000
0x2A2,2,0,3,0.0000
0x2A0,4,0,3,0.0000
0x267,1,0,1,0.0000
0x266,2,0,1,0.0000
0x266,1,0,1,0.0000
0x265,1,0,1,0.0000
0x264,4,0,1,0.0000
0x264,2,0,1,0.0000
0x264,1,0,1,0.0000
0x257,1,0,1,0.0000
0x256,2,0,1,0.0000
0x256,1,0,1,0.0000
0x255,1,0,1,0.0000
0x254,4,0,1,0.0000
0x254,2,0,1,0.0000
0x254,1,0,1,0.0000
0x24F,1,0,1,0.0000
0x24E,2,0,1,0.0000
0x24E,1,0,1,0.0000
0x24C,4,0,1,0.0000
0x240,4,0,1,0.0000
0x240,2,0,1,0.0000
0x240,1,0,1,0.0000
0x22F,1,0,5,0.0000
0x22E,2,0,5,0.0000
0x22E,1,0,4,0.0000
0x22D,1,0,8,0.0000
0x22C,4,0,9,0.0000
0x22C,2,0,9,0.0000
0x22C,1,0,8,0.0000
0x22B,1,0,1,0.0000
0x22A,2,0,1,0.0000
0x22A,1,0,1,0.0000
0x229,1,0,7,0.0000
0x228,4,0,8,0.0000
0x228,2,0,8,0.0000
0x228,1,0,3,0.0000
0x227,1,0,5,0.0000
0x226,2,0,5,0.0000
0x224,4,0,5,0.0000
0x21A,1,0,3,0.0000
0x219,1,0,1,0.0000
0x218,2,0,1,0.0000
0x218,1,0,1,0.0000
0x215,1,0,3,0.0000
0x214,2,0,3,0.0000
0x214,1,0,3,0.0000
0x1F7,1,0,1,0.0000
0x1F6,2,0,1,0.0000
0x1F4,4,0,1,0.0000
0x1EE,1,0,1,0.0000
0x1ED,1,0,1,0.0000
0x1EC,2,0,1,0.0000
0x1EC,1,0,1,0.0000
0x1EA,1,0,1,0.0000
0x1E9,1,0,1,0.0000
0x1E8,2,0,1,0.0000
0x1E8,1,0,1,0.0000
0x1DE,2,0,2,0.0000
0x1DE,1,0,2,0.0000
0x1DC,4,0,2,0.0000
0x1C9,1,0,1,0.0000
0x1C8,4,0,1,0.0000
0x1C8,2,0,1,0.0000
0x18D,1,0,1,0.0000
0x18C,4,0,1,0.0000
0x18C,2,0,1,0.0000
0x18C,1,0,1,0.0000
0x183,1,0,1,0.0000
0x182,2,0,1,0.0000
0x182,1,0,1,0.0000
0x180,4,0,1,0.0000
0x17B,1,0,1,0.0000
0x17A,2,0,1,0.0000
0x17A,1,0,1,0.0000
0x179,1,0,1,0.0000
0x178,4,0,1,0.0000
0x178,2,0,1,0.0000
0x178,1,0,1,0.0000
0x177,1,0,1,0.0000
0x176,2,0,1,0.0000
0x176,1,0,1,0.0000
0x175,1,0,1,0.0000
0x174,4,0,1,0.0000
0x174,2,0,1,0.0000
0x174,1,0,1,0.0000
0x16F,1,0,1,0.0000
0x16E,2,0,1,0.0000
0x16E,1,0,1,0.0000
0x16D,1,0,1,0.0000
0x16C,4,0,1,0.0000
0x16C,2,0,1,0.0000
0x16C,1,0,1,0.0000
0x16B,1,0,2,0.0000
0x16A,2,0,2,0.0000
0x16A,1,0,2,0.0000
0x169,1,0,2,0.0000
0x168,4,0,2,0.0000
0x168,2,0,2,0.0000
0x13B,1,0,1,0.0000
0x13A,2,0,1,0.0000
0x13A,1,0,1,0.0000
0x139,1,0,1,0.0000
0x138,4,0,1,0.0000
0x138,2,0,1,0.0000
0x138,1,0,1,0.0000
0x137,1,0,4,0.0000
0x136,2,0,4,0.0000
0x136,1,0,4,0.0000
0x135,1,0,4,0.0000
0x134,4,0,4,0.0000
0x134,2,0,4,0.0000
0x134,1,0,2,0.0000
0x12F,1,0,3,0.0000
0x12E,2,0,3,0.0000
0x12E,1,0,3,0.0000
0x12D,1,0,2,0.0000
0x12C,4,0,3,0.0000
0x12C,2,0,2,0.0000
0x12C,1,0,1,0.0000
0x127,1,0,4,0.0000
0x126,2,0,4,0.0000
0x126,1,0,4,0.0000
0x125,1,0,4,0.0000
0x124,4,0,4,0.0000
0x124,2,0,4,0.0000
0x124,1,0,4,0.0000
0x0F9,1,0,1,0.0000
0x0F8,4,0,1,0.0000
0x0F8,2,0,1,0.0000
0x0F8,1,0,1,0.0000
0x0F0,1,0,2,0.0000
0x0EB,1,0,46,0.0000
0x0EA,2,0,58,0.0000
0x0EA,1,0,56,0.0000
0x0E9,1,0,27,0.0000
0x0E8,4,0,58,0.0000
0x0E8,2,0,27,0.0000
0x0E8,1,0,2,0.0000
0x0DF,1,0,8,0.0000
0x0DE,2,0,9,0.0000
0x0DE,1,0,8,0.0000
0x0DD,1,0,6,0.0000
0x0DC,4,0,9,0.0000
0x0DC,2,0,6,0.0000
0x0DC,1,0,1,0.0000
0x0CB,1,0,4,0.0000
0x0C5,1,0,2,0.0000
0x0C4,4,0,2,0.0000
0x0C4,2,0,2,0.0000
0x0BC,1,0,1,0.0000
0x0B9,1,0,2,0.0000
0x0B8,4,0,2,0.0000
0x0B8,2,0,2,0.0000
0x0B0,1,0,1,0.0000
0x0AF,1,0,1,0.0000
0x0AE,2,0,1,0.0000
0x0AD,1,0,1,0.0000
0x0AC,4,0,2,0.0000
0x0AC,2,0,1,0.0000
0x0AC,1,0,1,0.0000
0x0A4,1,0,3,0.0000
0x0A1,1,0,2,0.0000
0x0A0,4,0,2,0.0000
0x0A0,2,0,2,0.0000
0x098,1,0,3,0.0000
0x08C,1,0,1,0.0000
0x087,1,0,30,0.0000
0x086,2,0,31,0.0000
0x084,4,0,35,0.0000
0x075,1,0,2,0.0000
0x074,4,0,2,0.0000
0x074,2,0,2,0.0000
0x072,2,0,3,0.0000
0x072,1,0,3,0.0000
0x071,1,0,1,0.0000
0x070,4,0,4,0.0000
0x070,2,0,1,0.0000
0x067,1,0,4,0.0000
0x066,2,0,4,0.0000
0x066,1,0,3,0.0000
0x059,1,0,1,0.0000
0x058,2,0,3,0.0000
0x058,1,0,2,0.0000
0x002,2,0,49,0.0000
0x002,1,0,49,0.0000
0x000,4,0,40,0.0000
0x046,2,27,2,9.0000
0x046,1,27,2,9.0000
0x044,4,27,2,9.0000
0x047,1,26,2,8.6667
0x043,1,26,2,8.6667
0x042,2,26,2,8.6667
0x040,4,26,2,8.6667
0x15B,1,7,0,7.0000
0x15A,2,7,0,7.0000
0x15A,1,7,0,7.0000
0x158,4,7,0,7.0000
0x033,1,19,2,6.3333
0x032,2,19,2,6.3333
0x032,1,19,2,6.3333
0x037,1,17,2,5.6667
0x036,2,17,2,5.6667
0x036,1,17,2,5.6667
0x035,1,17,2,5.6667
0x034,4,17,2,5.6667
0x034,2,17,2,5.6667
0x034,1,17,2,5.6667
0x031,1,17,2,5.6667
0x030,2,17,2,5.6667
0x030,1,17,2,5.6667
