t,label,slot,base_hex,rel_off_hex,stride,pre,hit,post
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x10D,1,35,76,76
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x10E,1,215,204,204
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x10F,1,10,205,205
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x144,1,188,61,61
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x145,1,163,76,76
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x146,1,215,204,204
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x147,1,10,205,205
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x148,1,188,0,0
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x149,1,35,0,0
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x14A,1,215,0,0
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x14B,1,10,0,0
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x1BC,1,189,0,0
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x1BD,1,204,0,0
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x1BE,1,204,0,0
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x1BF,1,205,0,0
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x1C0,1,61,0,0
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x1C1,1,76,0,0
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x1C2,1,204,0,0
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x1C3,1,205,0,0
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x1D8,1,65,63,63
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x1D9,1,0,128,128
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x21F,1,8,1,1
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x223,1,20,1,1
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x02A,2,41746,40300,40300
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x02E,2,43142,42275,42275
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x030,2,65535,0,0
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x032,2,64090,0,0
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x034,2,65535,0,0
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x036,2,64669,0,0
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x042,2,1528,1446,1446
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x046,2,32873,34319,34319
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x060,2,18690,18470,18470
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x062,2,64,2112,2112
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x090,2,16291,16278,16278
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x092,2,24838,64784,64784
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x09A,2,0,1,1
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x09C,2,16292,16272,16272
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x09E,2,43188,38570,38570
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x0B4,2,16291,16278,16278
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x0B6,2,24838,64784,64784
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x0C0,2,16291,16278,16278
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x0C2,2,24838,64784,64784
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x0E2,2,34394,19880,19880
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x0EC,2,17016,17013,17013
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x0EE,2,59805,65464,65464
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x0F0,2,16196,16183,16183
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x0F2,2,11636,33821,33821
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x0F4,2,48568,48549,48549
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x0F6,2,23552,42512,42512
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x10C,2,48163,15692,15692
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x10E,2,55050,52429,52429
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x144,2,48291,15692,15692
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x146,2,55050,52429,52429
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x148,2,48163,0,0
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x14A,2,55050,0,0
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x1BC,2,48588,0,0
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x1BE,2,52429,0,0
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x1C0,2,15692,0,0
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x1C2,2,52429,0,0
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x1D8,2,16640,16256,16256
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x21E,2,8,1,1
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x222,2,20,1,1
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x028,4,41746,40300,40300
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x02C,4,43142,42275,42275
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x030,4,4294965850,0,0
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x034,4,4294966429,0,0
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x040,4,1528,1446,1446
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x044,4,32873,34319,34319
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x060,4,1224867904,1210452032,1210452032
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x090,4,1067671814,1066859792,1066859792
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x098,4,1091043328,1091043329,1091043329
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x09C,4,1067755700,1066440362,1066440362
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x0B4,4,1067671814,1066859792,1066859792
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x0C0,4,1067671814,1066859792,1066859792
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x0E0,4,1091143258,1091128744,1091128744
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x0EC,4,1115220381,1115029432,1115029432
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x0F0,4,1061432692,1060602909,1060602909
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x0F4,4,3182976000,3181749776,3181749776
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x10C,4,3156465418,1028443341,1028443341
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x144,4,3164854026,1028443341,1028443341
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x148,4,3156465418,0,0
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x1BC,4,3184315597,0,0
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x1C0,4,1028443341,0,0
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x1D8,4,1090519040,1065353216,1065353216
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x21C,4,8,1,1
1760706608.380991,HIT,P2-C1,0x927EB9E0,0x220,4,20,1,1
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x02A,1,187,181,181
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x02B,1,128,64,64
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x02E,1,187,183,183
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x02F,1,128,192,192
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x030,1,255,0,0
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x031,1,255,0,0
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x032,1,249,0,0
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x033,1,192,0,0
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x034,1,255,0,0
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x035,1,255,0,0
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x036,1,252,0,0
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x037,1,64,0,0
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x042,1,5,6,6
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x043,1,166,64,64
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x046,1,134,140,140
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x047,1,15,79,79
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x05A,1,0,82,82
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x05B,1,1,0,0
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x060,1,73,76,76
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x061,1,0,6,6
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x062,1,0,40,40
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x063,1,0,65,65
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x065,1,0,32,32
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x08D,1,7,8,8
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x08E,1,205,0,0
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x090,1,0,63,63
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x091,1,0,134,134
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x092,1,0,102,102
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x093,1,0,102,102
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x09B,1,0,1,1
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x09C,1,0,63,63
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x09D,1,0,128,128
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0B1,1,7,8,8
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0B2,1,205,0,0
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0B4,1,0,63,63
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0B5,1,0,134,134
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0B6,1,0,102,102
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0B7,1,0,102,102
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0BD,1,7,8,8
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0BE,1,205,0,0
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0C0,1,0,63,63
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0C1,1,0,134,134
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0C2,1,0,102,102
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0C3,1,0,102,102
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0C8,1,0,189,189
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0C9,1,0,179,179
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0CA,1,0,78,78
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0E1,1,7,9,9
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0E2,1,205,8,8
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0E3,1,0,161,161
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0F1,1,146,137,137
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0F2,1,82,124,124
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0F3,1,215,37,37
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0F5,1,163,168,168
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0F6,1,220,161,161
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0F7,1,20,16,16
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x108,1,128,61,61
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x109,1,0,204,204
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x10A,1,0,204,204
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x10B,1,0,205,205
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x10C,1,0,61,61
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x10D,1,0,76,76
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x10E,1,0,204,204
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x10F,1,0,205,205
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x13C,1,0,189,189
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x13D,1,0,204,204
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x13E,1,0,204,204
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x13F,1,0,205,205
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x140,1,0,63,63
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x141,1,0,128,128
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x144,1,0,61,61
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x145,1,0,76,76
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x146,1,0,204,204
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x147,1,0,205,205
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x1BC,1,189,0,0
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x1BD,1,204,0,0
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x1BE,1,204,0,0
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x1BF,1,205,0,0
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x1C0,1,61,0,0
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x1C1,1,76,0,0
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x1C2,1,204,0,0
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x1C3,1,205,0,0
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x1D8,1,67,63,63
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x1D9,1,156,128,128
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x1DA,1,128,0,0
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x1EB,1,1,80,80
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x1EF,1,1,80,80
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x1F8,1,255,0,0
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x1F9,1,255,0,0
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x1FA,1,255,0,0
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x1FB,1,255,73,73
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x217,1,113,1,1
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x21B,1,1,80,80
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x21E,1,1,0,0
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x21F,1,56,1,1
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x222,1,1,0,0
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x223,1,56,1,1
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x02A,2,48000,46400,46400
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x02E,2,48000,47040,47040
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x030,2,65535,0,0
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x032,2,63936,0,0
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x034,2,65535,0,0
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x036,2,64576,0,0
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x042,2,1446,1600,1600
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x046,2,34319,35919,35919
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x05A,2,1,20992,20992
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x060,2,18688,19462,19462
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x062,2,0,10305,10305
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x064,2,0,32,32
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x08C,2,16647,16648,16648
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x08E,2,52480,0,0
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x090,2,0,16262,16262
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x092,2,0,26214,26214
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x09A,2,52480,52481,52481
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x09C,2,0,16256,16256
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0B0,2,16647,16648,16648
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0B2,2,52480,0,0
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0B4,2,0,16262,16262
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0B6,2,0,26214,26214
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0BC,2,16647,16648,16648
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0BE,2,52480,0,0
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0C0,2,0,16262,16262
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0C2,2,0,26214,26214
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0C8,2,0,48563,48563
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0CA,2,0,19968,19968
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0E0,2,16647,16649,16649
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0E2,2,52480,2209,2209
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0F0,2,16274,16265,16265
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0F2,2,21207,31781,31781
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0F4,2,16035,16040,16040
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0F6,2,56340,41232,41232
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x108,2,32768,15820,15820
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x10A,2,0,52429,52429
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x10C,2,0,15692,15692
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x10E,2,0,52429,52429
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x13C,2,0,48588,48588
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x13E,2,0,52429,52429
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x140,2,0,16256,16256
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x144,2,0,15692,15692
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x146,2,0,52429,52429
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x1BC,2,48588,0,0
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x1BE,2,52429,0,0
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x1C0,2,15692,0,0
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x1C2,2,52429,0,0
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x1D8,2,17308,16256,16256
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x1DA,2,32768,0,0
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x1EA,2,1,80,80
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x1EE,2,1,80,80
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x1F8,2,65535,0,0
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x1FA,2,65535,73,73
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x216,2,113,1,1
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x21A,2,1,80,80
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x21E,2,312,1,1
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x222,2,312,1,1
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x028,4,48000,46400,46400
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x02C,4,48000,47040,47040
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x030,4,4294965696,0,0
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x034,4,4294966336,0,0
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x040,4,1446,1600,1600
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x044,4,34319,35919,35919
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x058,4,1,20992,20992
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x060,4,1224736768,1275471937,1275471937
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x064,4,0,2097152,2097152
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x08C,4,1091030272,1091043328,1091043328
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x090,4,0,1065772646,1065772646
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x098,4,1091030272,1091030273,1091030273
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x09C,4,0,1065353216,1065353216
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0B0,4,1091030272,1091043328,1091043328
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0B4,4,0,1065772646,1065772646
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0BC,4,1091030272,1091043328,1091043328
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0C0,4,0,1065772646,1065772646
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0C8,4,0,3182644736,3182644736
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0E0,4,1091030272,1091111073,1091111073
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0F0,4,1066554071,1065974821,1065974821
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x0F4,4,1050926100,1051238672,1051238672
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x108,4,2147483648,1036831949,1036831949
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x10C,4,0,1028443341,1028443341
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x13C,4,0,3184315597,3184315597
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x140,4,0,1065353216,1065353216
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x144,4,0,1028443341,1028443341
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x1BC,4,3184315597,0,0
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x1C0,4,1028443341,0,0
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x1D8,4,1134329856,1065353216,1065353216
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x1E8,4,1,80,80
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x1EC,4,1,80,80
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x1F8,4,4294967295,73,73
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x214,4,113,1,1
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x218,4,1,80,80
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x21C,4,312,1,1
1760706614.981733,HIT,P2-C1,0x927EB9E0,0x220,4,312,1,1
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x02A,1,181,174,174
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x02B,1,64,246,246
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x02E,1,183,179,179
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x02F,1,192,250,250
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x030,1,255,0,0
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x031,1,255,0,0
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x032,1,249,0,0
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x033,1,182,0,0
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x034,1,255,0,0
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x035,1,255,0,0
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x036,1,252,0,0
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x037,1,58,0,0
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x043,1,64,74,74
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x046,1,140,146,146
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x047,1,79,153,153
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x060,1,73,72,72
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x061,1,2,38,34
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x062,1,0,8,8
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x091,1,152,139,139
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x092,1,81,237,237
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x093,1,234,244,244
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x09B,1,0,1,0
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x09D,1,153,133,139
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x09E,1,153,135,237
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x09F,1,152,142,244
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x0B5,1,152,139,139
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x0B6,1,81,237,237
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x0B7,1,234,244,244
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x0C1,1,152,139,139
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x0C2,1,81,237,237
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x0C3,1,234,244,244
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x0E2,1,83,30,30
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x0E3,1,138,195,195
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x0ED,1,107,106,96
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x0EE,1,87,144,10
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x0EF,1,126,72,164
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x0F1,1,80,63,41
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x0F2,1,142,191,233
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x0F3,1,12,123,212
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x0F4,1,187,59,61
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x0F5,1,109,180,253
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x0F6,1,72,187,84
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x10C,1,188,61,0
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x10D,1,35,76,0
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x10E,1,215,204,0
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x10F,1,10,205,0
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x144,1,188,61,61
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x145,1,163,76,76
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x146,1,215,204,204
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x147,1,10,205,205
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x148,1,188,0,188
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x149,1,35,0,35
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x14A,1,215,0,215
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x14B,1,10,0,10
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x1BC,1,189,0,0
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x1BD,1,204,0,0
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x1BE,1,204,0,0
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x1BF,1,205,0,0
1760706615.326838,HIT,P2-C1,0x927EB9E0,0x1C0,1,61,0,0
